identifier,accessLevel,contactPoint,programCode,description,title,distribution,license,bureauCode,modified,publisher,keyword
USDA-ERS-10002,public,"{""hasEmail"": ""mailto:webadmin@ers.usda.gov"", ""@type"": ""vcard:Contact"", ""fn"": ""Website Administrator""}","[""005:041""]",This chart gallery is a collection of the best Charts of Note for 2015. These charts were selected by ERS editors as those worthy of a second read because they provide context for the year’s headlines or share key insights from ERS research.,Best of Charts of Note 2015,"[{""accessURL"": ""https://www.ers.usda.gov/data-products/best-of-charts-of-note-2015/"", ""@type"": ""dcat:Distribution"", ""title"": ""Chart gallery""}]",https://creativecommons.org/publicdomain/zero/1.0/,"[""005:13""]",2014-02-28,"{""@type"": ""org:Organization"", ""name"": ""Economic Research Service, U.S. Department of Agriculture""}","[""agricultural economics"", ""charts""]"
USDA-ERS-10003,public,"{""hasEmail"": ""mailto:webadmin@ers.usda.gov"", ""@type"": ""vcard:Contact"", ""fn"": ""Website Administrator""}","[""005:041""]",This chart gallery is a collection of the best Charts of Note for 2016. These charts were selected by ERS editors as those worthy of a second read because they provide context for the year’s headlines or share key insights from ERS research.,Best of Charts of Note 2016,"[{""accessURL"": ""https://www.ers.usda.gov/data-products/best-of-charts-of-note-2016/"", ""@type"": ""dcat:Distribution"", ""title"": ""Chart gallery""}]",https://creativecommons.org/publicdomain/zero/1.0/,"[""005:13""]",2014-02-28,"{""@type"": ""org:Organization"", ""name"": ""Economic Research Service, U.S. Department of Agriculture""}","[""agricultural economics"", ""charts""]"
USDA-ERS-00053,public,"{""hasEmail"": ""mailto:webadmin@ers.usda.gov"", ""@type"": ""vcard:Contact"", ""fn"": ""Website Administrator""}","[""005:041""]",A collection of charts from the ERS website.,Chart Gallery,"[{""@type"": ""dcat:Distribution"", ""downloadURL"": ""http://www.ers.usda.gov/data-products/chart-gallery.aspx"", ""description"": ""Hundreds of charts by topic."", ""mediaType"": ""image/png"", ""title"": ""Gallery""}]",https://creativecommons.org/publicdomain/zero/1.0/,"[""005:13""]",2014-03-19,"{""@type"": ""org:Organization"", ""name"": ""Economic Research Service, U.S. Department of Agriculture""}","[""agricultural economics"", ""charts"", ""rural sociology""]"
USDA-ERS-00054,public,"{""hasEmail"": ""mailto:webadmin@ers.usda.gov"", ""@type"": ""vcard:Contact"", ""fn"": ""Website Administrator""}","[""005:041""]",Charts of Note from ERS is distributed Monday-Friday by the Economic Research Service to highlight charts of interest from our current and past research.,Charts of Note,"[{""@type"": ""dcat:Distribution"", ""downloadURL"": ""http://www.ers.usda.gov/data-products/charts-of-note.aspx"", ""mediaType"": ""image/png"", ""title"": ""Gallery of charts of note""}]",https://creativecommons.org/publicdomain/zero/1.0/,"[""005:13""]",2014-03-19,"{""@type"": ""org:Organization"", ""name"": ""Economic Research Service, U.S. Department of Agriculture""}","[""agricultural economics"", ""charts"", ""rural sociology""]"
USDA-ERS-05405,public,"{""hasEmail"": ""mailto:fgale@ers.usda.gov"", ""@type"": ""vcard:Contact"", ""fn"": ""Fred Gale""}","[""005:041""]","The China agricultural and economic database is a collection of agricultural-related data from official statistical publications of the People's Republic of China. Analysts and policy professionals around the world need information about the rapidly changing Chinese economy, but statistics are often published only in China and sometimes only in Chinese-language publications. This product assembles a wide variety of data items covering agricultural production, inputs, prices, food consumption, output of industrial products relevant to the agricultural sector, and macroeconomic data.",China Agricultural and Economic Data,"[{""accessURL"": ""https://data.ers.usda.gov/reports.aspx?ID=17884"", ""@type"": ""dcat:Distribution"", ""title"": ""Query tool""}]",https://creativecommons.org/publicdomain/zero/1.0/,"[""005:13""]",2014-03-19,"{""@type"": ""org:Organization"", ""name"": ""Economic Research Service, Department of Agriculture""}","[""China"", ""ERS"", ""Economic Research Service"", ""U S Department of Agriculture"", ""USDA"", ""agricultural economics"", ""agriculture"", ""consumption"", ""crops"", ""data"", ""livestock"", ""prices"", ""production"", ""statistics""]"
USDA-ERS-00055,public,"{""hasEmail"": ""mailto:blin@ers.usda.gov"", ""@type"": ""vcard:Contact"", ""fn"": ""Biing-Hwan Lin""}","[""005:041""]","ERS examines consumer food preferences by age, income, region, race, whether people eat at home or away, and other characteristics.",Commodity Consumption by Population Characteristics,"[{""@type"": ""dcat:Distribution"", ""downloadURL"": ""http://www.ers.usda.gov/data-products/commodity-consumption-by-population-characteristics.aspx"", ""mediaType"": ""application/vnd.ms-excel"", ""title"": ""Web page with links to Excel files""}]",https://creativecommons.org/publicdomain/zero/1.0/,"[""005:13""]",2014-03-19,"{""@type"": ""org:Organization"", ""name"": ""Economic Research Service, U.S. Department of Agriculture""}","[""agricultural economics"", ""consumer"", ""demographic characteristics""]"
USDA-ERS-26111,public,"{""hasEmail"": ""mailto:wmcbride@ers.usda.gov"", ""@type"": ""vcard:Contact"", ""fn"": ""William McBride""}","[""005:041""]","Cost and return estimates are reported for the United States and major production regions for corn, soybeans, wheat, cotton, grain sorghum, rice, peanuts, oats, barley, milk, hogs, and cow-calf. The history of commodity cost and return estimates for the U.S. and regions is divided into three categories: current, recent, and historical estimates. Cost of Production Forecasts are also available for major U.S. field crops.",Commodity Costs and Returns,"[{""@type"": ""dcat:Distribution"", ""downloadURL"": ""http://www.ers.usda.gov/data-products/commodity-costs-and-returns.aspx"", ""mediaType"": ""application/vnd.ms-excel"", ""title"": ""Web page with links to Excel files""}]",https://creativecommons.org/licenses/by/4.0,"[""005:13""]",2014-12-23,"{""@type"": ""org:Organization"", ""name"": ""Economic Research Service, Department of Agriculture""}","[""Commodity"", ""Costs"", ""Returns""]"
USDA-ERS-00056,public,"{""hasEmail"": ""mailto:jhansen@ers.usda.gov"", ""@type"": ""vcard:Contact"", ""fn"": ""James Hansen""}","[""005:041""]","The Commodity and Food Elasticities Database is a collection of elasticities from research on consumer demand published in working papers, dissertations, and peer-reviewed journals and as presented at professional conferences in the United States.",Commodity and Food Elasticities,"[{""accessURL"": ""https://data.ers.usda.gov/reports.aspx?ID=17825"", ""@type"": ""dcat:Distribution"", ""title"": ""Query tool""}, {""accessURL"": ""https://www.ers.usda.gov/data-products/commodity-and-food-elasticities/download-the-data/"", ""@type"": ""dcat:Distribution"", ""title"": ""Demand Elasticities from Literature""}]",https://creativecommons.org/publicdomain/zero/1.0/,"[""005:13""]",2014-06-17,"{""@type"": ""org:Organization"", ""name"": ""Economic Research Service, U.S. Department of Agriculture""}","[""consumer"", ""demand""]"
USDA-ERS-00057,public,"{""hasEmail"": ""mailto:tparker@ers.usda.gov"", ""@type"": ""vcard:Contact"", ""fn"": ""Timothy Parker""}","[""005:041""]",County boundaries do not always accurately define local economies. Commuting zones and Labor Market Areas combine counties into units intended to more closely reflect the geographic interrelationships between employers and labor supply.,Commuting Zones and Labor Market Areas,"[{""accessURL"": ""https://www.ers.usda.gov/data-products/commuting-zones-and-labor-market-areas/"", ""@type"": ""dcat:Distribution"", ""title"": ""Data download page""}]",https://creativecommons.org/publicdomain/zero/1.0/,"[""005:13""]",2014-03-19,"{""@type"": ""org:Organization"", ""name"": ""Economic Research Service, U.S. Department of Agriculture""}","[""commuting"", ""economics""]"
USDA-ERS-00040,non-public,"{""hasEmail"": ""mailto:aborchers@ers.usda.gov"", ""@type"": ""vcard:Contact"", ""fn"": ""Allison Borchers""}","[""005:041""]",Parcel level data from county assessment records and real estate transactions,CoreLogic: Tax parcel and transaction records data,[],,"[""005:13""]",2014-02-28,"{""@type"": ""org:Organization"", ""name"": ""Economic Research Service: Resource and Rural Economics Division""}","[""ERS"", ""Economic Research Service"", ""Land Use Values and Tenure"", ""USDA""]"
USDA-ERS-29192,public,"{""hasEmail"": ""mailto:shoffmann@ers.usda.gov"", ""@type"": ""vcard:Contact"", ""fn"": ""Sandra Hoffmann""}","[""005:041""]","The Cost Estimates of Foodborne Illnesses data product provides detailed data about the costs of major foodborne illnesses in the United States, updating and extending previous ERS research. Cost estimates of foodborne illnesses have been used in the past to help inform food-safety policy discussions, and these updated cost estimates will provide a foundation for economic analysis of food safety policy.",Cost Estimates of Foodborne Illnesses,"[{""@type"": ""dcat:Distribution"", ""downloadURL"": ""http://www.ers.usda.gov/data-products/cost-estimates-of-foodborne-illnesses.aspx"", ""description"": ""Excel files of Cost Estimates of Foodborne Illnesses for Campylobacter (all species), Clostridium perfringens, Cryptosporidium parvum, Cyclospora cayetanensis, Escherichia coli O157, Non-O157 Shiga toxin-producing Escherichia coli, Listeria monocytogenes, Norovirus, Salmonella (nontyphoidal), Shigella (all species), Toxoplasma gondii, Vibrio parahaemolyticus, Vibrio vulnificus, Vibrio (all other non-cholera species), Yersinia enterocolitica, and includes Consumer Price Indexes and Value of Statistical Life."", ""mediaType"": ""application/vnd.ms-excel"", ""title"": ""Cost Estimates of Foodborne Illnesses worksheets""}]",https://creativecommons.org/publicdomain/zero/1.0/,"[""005:13""]",2014-11-12,"{""@type"": ""org:Organization"", ""name"": ""USDA Economic Research Service""}","[""pathogen""]"
USDA-ERS-00058,public,"{""hasEmail"": ""mailto:stephenm@ers.usda.gov"", ""@type"": ""vcard:Contact"", ""fn"": ""Stephen MacDonald""}","[""005:041""]","This data product contains data on U.S. cotton and wool supply, demand, and prices, as well as U.S. cotton and textile trade data, maintained by the Economic Research Service to support related commodity market analysis and research.","Cotton, Wool, and Textile Data","[{""accessURL"": ""https://www.ers.usda.gov/data-products/cotton-wool-and-textile-data/cotton-and-wool-yearbook/"", ""@type"": ""dcat:Distribution"", ""title"": ""Cotton and Wool Yearbook""}, {""accessURL"": ""https://www.ers.usda.gov/data-products/cotton-wool-and-textile-data/raw-fiber-equivalents-of-us-textile-trade-data/"", ""@type"": ""dcat:Distribution"", ""title"": ""Raw-Fiber Equivalents of U.S. Textile Trade Data""}, {""accessURL"": ""https://www.ers.usda.gov/data-products/cotton-wool-and-textile-data/bilateral-fiber-and-textile-trade/"", ""@type"": ""dcat:Distribution"", ""title"": ""Bilateral Fiber and Textile Trade""}]",https://creativecommons.org/publicdomain/zero/1.0/,"[""005:13""]",2014-06-17,"{""@type"": ""org:Organization"", ""name"": ""Economic Research Service, U.S. Department of Agriculture""}","[""agricultural economics""]"
USDA-ERS-00034,non-public,"{""hasEmail"": ""mailto:akumcu@ers.usda.gov"", ""@type"": ""vcard:Contact"", ""fn"": ""Aylin Kumcu""}","[""005:041""]","Includes a quarterly Cost of Living Index (COLI) and underlying average prices for almost 300 metro and non-metro areas in the U.S. and 57 very specific food-at-home, food-away-from-home, alcohol, and non-food products.",Council for Community and Economic Research: Cost of Living,"[{""@type"": ""dcat:Distribution"", ""downloadURL"": ""http://www.c2er.org/products/"", ""mediaType"": ""text/html"", ""title"": ""Vendor Website""}]",,"[""005:13""]",2014-02-28,"{""@type"": ""org:Organization"", ""name"": ""Economic Research Service: Food Economics Division""}","[""Consumer Price Index"", ""ERS"", ""Economic Research Service"", ""Food Prices Expenditures and Costs"", ""Food Service Industry"", ""Processing and Marketing"", ""Retailing and Wholesaling"", ""USDA""]"
USDA-ERS-00061,public,"{""hasEmail"": ""mailto:tparker@ers.usda.gov"", ""@type"": ""vcard:Contact"", ""fn"": ""Timothy Parker""}","[""005:041""]","An area's economic and social characteristics have significant effects on its development and need for various types of public programs. To provide policy-relevant information about diverse county conditions to policymakers, public officials, and researchers, ERS has developed a set of county-level typology codes that captures differences in economic and social characteristics.

The 2004 County Typology codes classify all U.S. counties according to six non-overlapping categories of economic dependence and seven overlapping categories of policy-relevant themes. The economic types include farming, mining, manufacturing, services, Federal/State government, and unspecialized counties. The policy types include housing stress, low education, low employment, persistent poverty, population loss, nonmetro recreation, and retirement destination. In addition, a code identifying counties with persistent child poverty is available.

An update of the County Typology codes is planned for 2014.",County Typology Codes,"[{""accessURL"": ""https://www.ers.usda.gov/data-products/county-typology-codes/"", ""@type"": ""dcat:Distribution"", ""title"": ""Download page""}]",https://creativecommons.org/publicdomain/zero/1.0/,"[""005:13""]",2014-03-19,"{""@type"": ""org:Organization"", ""name"": ""Economic Research Service, U.S. Department of Agriculture""}","[""county classifications"", ""economics""]"
USDA-ERS-26471,public,"{""hasEmail"": ""mailto:tparker@ers.usda.gov"", ""@type"": ""vcard:Contact"", ""fn"": ""Timothy Parker""}","[""005:041""]","Socioeconomic indicators like the poverty rate, population change, unemployment rate, and education levels vary across the nation. ERS has compiled the latest data on these measures into a mapping and data display/download application that allows users to identify and compare States and counties on these indicators.",County-level Data Sets,"[{""@type"": ""dcat:Distribution"", ""downloadURL"": ""http://www.ers.usda.gov/data-products/county-level-data-sets/poverty.aspx"", ""description"": ""Query tool"", ""mediaType"": ""text/html"", ""title"": ""Poverty""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""http://www.ers.usda.gov/data-products/county-level-data-sets/population.aspx"", ""description"": ""Query tool"", ""mediaType"": ""text/html"", ""title"": ""Population""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""http://www.ers.usda.gov/data-products/county-level-data-sets/unemployment.aspx"", ""description"": ""Query tool"", ""mediaType"": ""text/html"", ""title"": ""Unemployment""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""http://www.ers.usda.gov/data-products/county-level-data-sets/education.aspx"", ""description"": ""Query tool"", ""mediaType"": ""text/html"", ""title"": ""Education""}, {""@type"": ""dcat:Distribution"", ""downloadURL"": ""https://www.ers.usda.gov/data-products/county-level-data-sets/county-level-data-sets-download-data/"", ""mediaType"": ""application/vnd.ms-excel"", ""title"": ""Web page with links to Excel files""}]",https://creativecommons.org/publicdomain/zero/1.0/,"[""005:13""]",2014-03-19,"{""@type"": ""org:Organization"", ""name"": ""Economic Research Service, Department of Agriculture""}","[""and education levels"", ""population change"", ""poverty rate"", ""unemployment rate""]"
